QMC_128,QMC_128,DLQMC,DLQMC,DLbQMC,DLbQMC,Least squares,Least squares
mean,var,mean,var,mean,var,mean,var
1.0,1.0,0.23138435561450088,41.80982000535615,0.23149618470567718,34.48760928734733,0.64070418501184,0.17727271153013652
