QMC_128,QMC_128,DLQMC,DLQMC,DLbQMC,DLbQMC,Least squares,Least squares
mean,var,mean,var,mean,var,mean,var
1.0,1.0,0.0013629289584723653,0.13543368785041282,1.0573206334408879e-05,9.739934705548684e-08,0.64070418501184,0.17727271153013652
