QMC,QMC,DLQMC,DLQMC,Least squares,Least squares,DLbQMC,DLbQMC,QMC_128,QMC_128
mean,var,mean,var,mean,var,mean,var,mean,var
0.770772982620353,0.031336406794915006,0.7712542724609375,0.030866310101374972,0.7715192201387082,0.031058959255948815,0.7712153330645775,0.04482522986693549,0.7680637188230938,0.031688488878890086
