,QMC,QMC,DLQMC,DLQMC,Least squares,Least squares,DLbQMC,DLbQMC,QMC_128,QMC_128
,mean,var,mean,var,mean,var,mean,var,mean,var
Lift,0.770772982620353,0.031336406794915006,0.7712542724609375,0.030866310101374972,0.7715192201387082,0.031058959255948815,0.7712153330645775,0.04482522986693549,0.7680637188230938,0.031688488878890086
Drag,0.023566066312966507,0.0007008939852136338,0.023607030868530273,0.0006943590230232477,0.023581795855878242,0.0005508389629893142,0.023584498910467683,0.0011845402085157994,0.023172685465438905,0.0006794547201230526
