QMC_128,QMC_128,DLQMC,DLQMC,DLbQMC,DLbQMC,Least squares,Least squares
mean,var,mean,var,mean,var,mean,var
1.0,1.0,0.4997785181642336,4.3100648472230985,0.5056098541389847,1.2661188749930046,0.8620442154674155,0.3345426498989836
