QMC_128,QMC_128,DLQMC,DLQMC,DLbQMC,DLbQMC,Least squares,Least squares
mean,var,mean,var,mean,var,mean,var
1.0,1.0,0.4994179081882082,0.3666257248636938,0.020813156708532784,0.0008653215619672898,0.8620442154674155,0.3345426498989836
