,QMC 128,QMC 128,DLQMC,DLQMC,DLbQMC,DLbQMC,Least squares,Least squares
,mean,var,mean,var,mean,var,mean,var
Lift,1.0,1.0,5.627745670461429,0.7494349766082992,5.736263360821895,0.026322144471160897,3.630564975117658,1.2690041702549897
Drag,1.0,1.0,1.1634489542520126,2.0449749211192376,1.1821648491733592,0.0401829944142939,25.00904506475582,0.14287602489259812
