QMC_128,QMC_128,DLQMC,DLQMC,DLbQMC,DLbQMC,Least squares,Least squares
mean,var,mean,var,mean,var,mean,var
1.0,1.0,0.2570232863267796,0.38122794981759645,0.2569943639132276,0.3735682741359935,0.8620442154674155,0.3345426498989836
