QMC_128,QMC_128,DLQMC,DLQMC,DLbQMC,DLbQMC,Least squares,Least squares
mean,var,mean,var,mean,var,mean,var
1.0,1.0,20.13755817189492,0.17001624604742152,0.02636831055023433,0.002139650989982508,0.64070418501184,0.17727271153013652
