QMC_128,QMC_128,DLQMC,DLQMC,DLbQMC,DLbQMC,Least squares,Least squares
mean,var,mean,var,mean,var,mean,var
1.0,1.0,1.1280899359119065,0.3453091931738553,0.17483358379375022,0.036585924972212976,0.64070418501184,0.17727271153013652
