QMC_128,QMC_128,DLQMC,DLQMC,DLbQMC,DLbQMC,Least squares,Least squares
mean,var,mean,var,mean,var,mean,var
1.0,1.0,3.9314520315637465,1.4625294987630333,2.011230308555241,1.4751170524658337,25.00904506475582,0.14287602489259812
