QMC,QMC,DLQMC,DLQMC,Least squares,Least squares,DLbQMC,DLbQMC,QMC_128,QMC_128
mean,var,mean,var,mean,var,mean,var,mean,var
1.6818385226803074,0.026478680232747465,0.43377502985365035,0.00047199901607333783,1.6786687882620548,0.006759202918875218,-158.80246147481964,-24878.286616460682,1.679807660573157,0.022982955019360318
