QMC,QMC,DLQMC,DLQMC,Least squares,Least squares,DLbQMC,DLbQMC,QMC_128,QMC_128
mean,var,mean,var,mean,var,mean,var,mean,var
1.3377452593531458,0.11152427794558006,1.3294619761781223,0.08541721545192726,1.3109037555942535,0.07627826530682746,1.4007721197661782,0.6212010633678902,1.3087482034778373,0.09137483118615353
