QMC,QMC,DLQMC,DLQMC,Least squares,Least squares,DLbQMC,DLbQMC,QMC_128,QMC_128
mean,var,mean,var,mean,var,mean,var,mean,var
1.1934817840003618,0.00788286364112123,0.8402313467143816,0.022987709152669344,1.202097275220714,0.003385008297357439,-46.37311966103365,-2055.7014915882787,1.2009087183702767,0.009387588086686272
