,QMC,QMC,DLQMC,DLQMC,Least squares,Least squares,DLbQMC,DLbQMC,QMC_128,QMC_128
,mean,var,mean,var,mean,var,mean,var,mean,var
"integrated area: $[0.55,0.80]\times [0.35,0.60]$",1.6818385226803074,0.026478680232747465,1.6730615156879503,0.02656229038014679,1.6786687882620548,0.006759202918875218,1.6730657556054092,0.026580042005442728,1.679807660573157,0.022982955019360318
"integrated area: $[0.75,1.00]\times [0.75,1.00]$",1.1934817840003618,0.00788286364112123,1.2223777431021854,0.011829910142525435,1.202097275220714,0.003385008297357439,1.2223809950835378,0.01191084071986337,1.2009087183702767,0.009387588086686272
