QMC,QMC,DLQMC,DLQMC,Least squares,Least squares,DLbQMC,DLbQMC,QMC 128,QMC 128
mean,var,mean,var,mean,var,mean,var,mean,var
0.023566066312966507,0.0007008939852136338,0.023404010772705076,0.0006933150401041932,0.023581795855878242,0.0005508389629893142,-0.003443066766251269,0.0027977483377391193,0.023172685465438905,0.0006794547201230526
