QMC,QMC,DLQMC,DLQMC,Least squares,Least squares,DLbQMC,DLbQMC,QMC 128,QMC 128
mean,var,mean,var,mean,var,mean,var,mean,var
0.023566066312966507,0.0007008939852136338,0.02390418243408203,0.0007113778619933292,0.023581795855878242,0.0005508389629893142,0.023898829419400164,0.0012344347380390352,0.023172685465438905,0.0006794547201230526
