QMC,QMC,DLQMC,DLQMC,Least squares,Least squares,DLbQMC,DLbQMC,QMC 128,QMC 128
mean,var,mean,var,mean,var,mean,var,mean,var
0.770772982620353,0.031336406794915006,0.7728695068359375,0.03145495196567483,0.7715192201387082,0.031058959255948815,0.8812818742594931,-0.3232185966985879,0.7680637188230938,0.031688488878890086
