QMC 128,QMC 128,DLQMC,DLQMC,DLbQMC,DLbQMC,Least squares,Least squares
mean,var,mean,var,mean,var,mean,var
1.0,1.0,1.2922644904933347,2.9700246894782336,0.024516251652456637,0.0009930252866436624,3.630564975117658,1.2690041702549897
