0.81472,0.74487,0.42706,0.23225,0.67912,0.15381,0.74777,0.37975,0.22398
0.90579,0.89227,0.95537,0.73983,0.4855,0.96179,0.7971,0.3907,0.22836
0.12699,0.2426,0.72425,0.88899,0.034718,0.87625,0.64524,0.33018,0.19565
0.91338,0.1296,0.58089,0.85981,0.11444,0.48863,0.67126,0.35377,0.21824
0.63236,0.22507,0.54026,0.59706,0.076625,0.40708,0.67087,0.34623,0.2066
0.09754,0.35001,0.70544,0.65475,0.60782,0.12658,0.63888,0.35742,0.21368
0.2785,0.28708,0.0050289,0.91501,0.23347,0.92543,0.65588,0.3236,0.19135
0.54688,0.92749,0.78252,0.43318,0.14201,0.0055811,0.78691,0.37033,0.20046
0.95751,0.051314,0.92686,0.28976,0.53017,0.18639,0.63946,0.36915,0.24651
0.96489,0.59267,0.0082957,0.63188,0.9303,0.32406,0.72589,0.3794,0.23069
0.15761,0.1629,0.82463,0.29542,0.6169,0.050187,0.60812,0.35747,0.21937
0.97059,0.83841,0.76734,0.62203,0.68989,0.14454,0.78041,0.39721,0.2373
0.95717,0.16756,0.99714,0.047534,0.23443,0.72937,0.66878,0.36496,0.22906
0.48538,0.5022,0.22765,0.99461,0.20684,0.48228,0.70922,0.34486,0.19851
0.80028,0.99933,0.91954,0.20676,0.037366,0.33806,0.82431,0.37501,0.20445
0.14189,0.35541,0.642,0.60736,0.66336,0.23677,0.64081,0.35706,0.21602
0.42176,0.047078,0.10532,0.34763,0.50725,0.45086,0.60742,0.33473,0.20935
0.91574,0.21366,0.26816,0.71774,0.4858,0.18545,0.67096,0.35969,0.22592
0.79221,0.39784,0.76384,0.027993,0.8617,0.32425,0.67756,0.37917,0.24423
0.95949,0.33367,0.80551,0.066842,0.96551,0.26397,0.67292,0.3831,0.25691
0.65574,0.2296,0.10425,0.92706,0.75969,0.83008,0.65081,0.35492,0.22305
0.035712,0.93612,0.46976,0.087772,0.24668,0.69636,0.73922,0.33306,0.1844
0.84913,0.68319,0.21906,0.3324,0.67627,0.33354,0.7415,0.37462,0.22077
0.93399,0.96211,0.92271,0.52618,0.75931,0.58023,0.79955,0.40375,0.23956
0.67874,0.43797,0.32032,0.24664,0.58619,0.28784,0.68951,0.36214,0.21935
0.75774,0.94034,0.85754,0.5429,0.82244,0.26397,0.77733,0.3987,0.23596
0.74313,0.0058343,0.25985,0.78087,0.92684,0.2599,0.61203,0.35644,0.24476
0.39223,0.61031,0.87806,0.52188,0.63757,0.67708,0.7,0.37135,0.2219
0.65548,0.80108,0.18827,0.93195,0.018938,0.51983,0.78373,0.34701,0.19037
0.17119,0.23298,0.75919,0.14711,0.18434,0.076754,0.63116,0.34471,0.19821
0.70605,0.93247,0.031689,0.41677,0.026741,0.055845,0.80596,0.35008,0.18579
0.031833,0.76326,0.64234,0.28029,0.935,0.25873,0.68924,0.36933,0.21536
0.27692,0.82645,0.56687,0.5981,0.48447,0.43993,0.73643,0.36136,0.20448
0.046171,0.57346,0.37641,0.036475,0.79479,0.28429,0.66037,0.3522,0.20696
0.097132,0.79258,0.21255,0.063687,0.45684,0.67877,0.71077,0.33583,0.1896
0.82346,0.32904,0.79216,0.32288,0.49421,0.94958,0.68104,0.36679,0.22898
0.69483,0.22346,0.14544,0.098379,0.42571,0.77396,0.6561,0.34378,0.20963
0.3171,0.31239,0.48914,0.17004,0.89177,0.63614,0.63251,0.35663,0.22464
0.95022,0.58452,0.012846,0.37116,0.87429,0.75358,0.72375,0.37554,0.22482
0.034446,0.82991,0.18661,0.039762,0.63315,0.74682,0.70705,0.33988,0.19319
0.43874,0.29046,0.48523,0.70924,0.29228,0.58603,0.66219,0.34585,0.20769
0.38156,0.40255,0.83823,0.64134,0.29168,0.77306,0.67767,0.35412,0.21103
0.76552,0.86206,0.14106,0.17406,0.2455,0.39249,0.7832,0.35741,0.19655
0.7952,0.61474,0.73222,0.062152,0.70435,0.60529,0.72161,0.38038,0.2317
0.18687,0.99119,0.69107,0.40666,0.77461,0.24743,0.74427,0.37582,0.21171
0.48976,0.2037,0.034493,0.46306,0.82265,0.2902,0.63113,0.3498,0.22141
0.44559,0.82721,0.48886,0.20267,0.80619,0.019333,0.73146,0.37669,0.21887
0.64631,0.67586,0.97139,0.86955,0.25377,0.34731,0.74865,0.37613,0.2168
0.70936,0.24895,0.11245,0.59794,0.8005,0.1418,0.6528,0.35882,0.22875
0.75469,0.47579,0.74321,0.023014,0.62971,0.41153,0.69575,0.37429,0.23016
0.27603,0.39908,0.63854,0.89943,0.2315,0.15307,0.67499,0.35151,0.20367
0.6797,0.59944,0.59418,0.45295,0.38108,0.82901,0.72842,0.36338,0.21404
0.6551,0.80052,0.49862,0.058026,0.4532,0.7392,0.75361,0.36466,0.20917
0.16261,0.10507,0.56785,0.10627,0.50056,0.09887,0.60041,0.3443,0.21015
0.119,0.82144,0.4265,0.99843,0.54057,0.82063,0.72307,0.34941,0.19975
0.49836,0.84109,0.076239,0.86633,0.34515,0.22711,0.76317,0.355,0.19575
0.95974,0.35451,0.29059,0.61521,0.29143,0.10694,0.70664,0.36129,0.21713
0.34039,0.43007,0.56134,0.026944,0.70353,0.66278,0.65909,0.35688,0.21739
0.58527,0.57224,0.63333,0.32252,0.93408,0.95458,0.69517,0.37584,0.23336
0.22381,0.70082,0.93078,0.46378,0.59417,0.81456,0.70224,0.36501,0.21339
0.75127,0.74247,0.97777,0.099017,0.59309,0.62325,0.74555,0.38533,0.22895
0.2551,0.75788,0.093597,0.57099,0.73873,0.32827,0.71157,0.35561,0.20388
0.50596,0.38913,0.66173,0.32588,0.37264,0.27737,0.6759,0.35821,0.21326
0.69908,0.4293,0.60277,0.45049,0.45327,0.43438,0.69491,0.365,0.22081
0.8909,0.95634,0.47382,0.57784,0.50938,0.3503,0.80609,0.38568,0.21855
0.95929,0.57297,0.35626,0.074844,0.92871,0.87776,0.71668,0.38071,0.2351
0.54722,0.84972,0.47558,0.057343,0.45079,0.0061545,0.75471,0.36882,0.20642
0.13862,0.27635,0.67102,0.30096,0.63743,0.69645,0.62596,0.3497,0.21477
0.14929,0.62232,0.95965,0.52172,0.45936,0.33806,0.69067,0.36494,0.20834
0.25751,0.58836,0.089084,0.56188,0.55377,0.30498,0.6891,0.3459,0.1995
0.84072,0.96347,0.79774,0.24155,0.041233,0.6481,0.82202,0.36922,0.20419
0.25428,0.085903,0.59078,0.91272,0.8022,0.92115,0.60187,0.35047,0.22813
0.81428,0.5005,0.9122,0.82573,0.67151,0.89307,0.7104,0.38216,0.23873
0.24352,0.52159,0.10113,0.44455,0.20033,0.99718,0.68913,0.32238,0.18659
0.92926,0.090166,0.29329,0.98206,0.014586,0.072884,0.67251,0.34756,0.21146
0.34998,0.90467,0.051588,0.57827,0.76317,0.12962,0.74312,0.364,0.20491
0.1966,0.88439,0.50413,0.23442,0.56751,0.98157,0.73169,0.35084,0.20089
0.25108,0.43899,0.76838,0.81059,0.65421,0.090242,0.6632,0.36711,0.2209
0.61604,0.78172,0.28299,0.45127,0.63474,0.68616,0.74371,0.36645,0.21164
0.47329,0.14847,0.22536,0.24997,0.73433,0.92896,0.61976,0.34441,0.2184
0.35166,0.61982,0.33129,0.95544,0.88733,0.14182,0.6943,0.36894,0.2223
0.83083,0.26062,0.45325,0.14265,0.66591,0.88442,0.66439,0.3628,0.2299
0.58526,0.44566,0.73738,0.51256,0.12067,0.019762,0.70448,0.36034,0.20753
0.54972,0.844,0.50989,0.97193,0.71374,0.34269,0.75388,0.37958,0.2209
0.91719,0.1962,0.38251,0.64832,0.44723,0.23831,0.66855,0.36018,0.22687
0.28584,0.30385,0.90548,0.61467,0.64098,0.98456,0.64253,0.35977,0.22437
0.7572,0.48329,0.96526,0.46965,0.6489,0.8466,0.70103,0.37959,0.2363
0.75373,0.33781,0.62827,0.57778,0.67838,0.79451,0.67533,0.36878,0.23291
0.38045,0.79849,0.13203,0.91131,0.058828,0.90028,0.76069,0.33097,0.18433
0.56782,0.98749,0.6183,0.37622,0.22395,0.7801,0.79353,0.35901,0.19957
0.075854,0.15905,0.38302,0.22876,0.16798,0.83651,0.61727,0.31957,0.19165
0.05395,0.23688,0.99119,0.42352,0.92853,0.32109,0.60701,0.36724,0.23129
0.5308,0.70224,0.28683,0.2736,0.51523,0.74275,0.72851,0.35705,0.20632
0.77917,0.37547,0.70619,0.44457,0.67336,0.66449,0.68409,0.37316,0.23538
0.93401,0.9737,0.53521,0.62752,0.6678,0.28918,0.80692,0.3949,0.22802
0.12991,0.97231,0.19321,0.53464,0.081461,0.33737,0.76577,0.33034,0.17753
0.56882,0.6437,0.68944,0.38544,0.22507,0.90864,0.73094,0.35398,0.20522
0.46939,0.8601,0.050455,0.87345,0.28419,0.032251,0.76533,0.35247,0.1919
0.011902,0.40188,0.18443,0.30035,0.91376,0.69636,0.62931,0.34277,0.20919
0.33712,0.63193,0.045658,0.40003,0.2291,0.20877,0.71382,0.33751,0.18827
0.16218,0.98524,0.88504,0.51772,0.24862,0.82415,0.76081,0.35136,0.19523
0.79428,0.55948,0.83979,0.061825,0.67629,0.21823,0.71274,0.38299,0.23526
0.31122,0.93359,0.11816,0.23137,0.64849,0.099642,0.74454,0.35883,0.19904
0.52853,0.72034,0.41041,0.11849,0.70368,0.61951,0.72301,0.36719,0.21567
0.16565,0.48404,0.12023,0.09878,0.8371,0.10381,0.65181,0.3494,0.2085
0.60198,0.63903,0.57209,0.89028,0.7273,0.79906,0.71977,0.37415,0.2256
0.26297,0.88764,0.94939,0.033389,0.019434,0.90293,0.75569,0.34126,0.19043
